"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","103","Birr (County Arms Hotel), Co. Offaly","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","104","Buncrana, Co. Donegal","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","105","Carlow, Co. Carlow","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","106","Carlow Talbot Hotel, Co. Carlow","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","107","Carrick On Shannon, Co. Leitrim","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","108","Castlebar, Co. Mayo","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","109","Cavan, Co. Cavan","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","110","Charlestown (Dublin), Co. Dublin","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","111","Clifden, Co. Galway","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","112","Clonmel, Co. Tipperary","Weeks","5"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","115","Cork (Wilton), Co. Cork","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","116","Donegal, Co. Donegal","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","117","Drogheda, Co. Louth","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","119","Dundalk, Co. Louth","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","120","Dungarvan, Co. Waterford","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","121","Ennis, Co. Clare","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","122","Finglas, Co. Dublin","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","123","Galway (Carnmore), Co. Galway","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","124","Galway (Westside), Co. Galway","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","125","Gorey, Co. Wexford","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","128","Killarney, Co. Kerry","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","129","Killester, Co. Dublin","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","130","Kilrush, Co. Clare","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","131","Letterkenny, Co. Donegal","Weeks","8"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","132","Limerick - Castlemungret, Co. Limerick","Weeks","4"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","133","Limerick - Woodview, Co. Limerick","Weeks","3"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","135","Longford, Co. Longford","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","136","Loughrea, Co. Galway","Weeks","6"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202201","2022 January","140","Monaghan, Co. Monaghan","Weeks","5"
